time,x,y,z
1776859200.0052953,0.0,1.0,-65.0
1776859200.0152953,2.0,-2.0,-59.0
1776859200.0252953,2.0,-2.0,-59.0
1776859200.0352952,2.0,-3.0,-62.0
1776859200.0452952,5.0,-3.0,-66.0
1776859200.0552952,7.0,-1.0,-66.0
1776859200.0652952,8.0,0.0,-61.0
1776859200.0752952,3.0,2.0,-58.0
1776859200.0852952,1.0,-3.0,-66.0
1776859200.0952952,3.0,-3.0,-63.0
1776859200.1052952,0.0,-3.0,-71.0
1776859200.1152952,1.0,2.0,-67.0
1776859200.1252952,1.0,3.0,-65.0
1776859200.1352952,0.0,0.0,-69.0
1776859200.1452951,1.0,1.0,-69.0
1776859200.1552951,0.0,-4.0,-60.0
1776859200.1652951,2.0,-3.0,-57.0
1776859200.175295,3.0,-2.0,-56.0
1776859200.185295,7.0,-1.0,-53.0
1776859200.195295,7.0,0.0,-56.0
1776859200.205295,5.0,-2.0,-55.0
1776859200.215295,4.0,-5.0,-59.0
1776859200.225295,9.0,0.0,-58.0
1776859200.2352953,6.0,0.0,-55.0
1776859200.2452953,6.0,1.0,-58.0
1776859200.2552953,2.0,0.0,-58.0
1776859200.2652953,2.0,1.0,-57.0
1776859200.2752953,3.0,-1.0,-56.0
1776859200.2852952,2.0,0.0,-60.0
1776859200.2952952,-5.0,-1.0,-60.0
1776859200.3052952,-4.0,1.0,-58.0
1776859200.3152952,-1.0,3.0,-57.0
1776859200.3252952,-2.0,4.0,-65.0
1776859200.3352952,2.0,2.0,-70.0
1776859200.3452952,5.0,3.0,-59.0
1776859200.3552952,7.0,4.0,-64.0
1776859200.3652952,3.0,3.0,-63.0
1776859200.3752952,0.0,1.0,-67.0
1776859200.3852952,-3.0,2.0,-64.0
1776859200.3952951,-3.0,5.0,-66.0
1776859200.4052951,0.0,2.0,-64.0
1776859200.4152951,0.0,1.0,-63.0
1776859200.425295,0.0,1.0,-51.0
1776859200.435295,2.0,-1.0,-53.0
1776859200.445295,5.0,-3.0,-49.0
1776859200.455295,7.0,-5.0,-54.0
1776859200.465295,4.0,-11.0,-50.0
1776859200.475295,9.0,-11.0,-50.0
1776859200.4852953,5.0,-12.0,-52.0
1776859200.4952953,1.0,-10.0,-61.0
1776859200.5052953,2.0,-8.0,-59.0
1776859200.5152953,8.0,-11.0,-60.0
1776859200.5252953,7.0,-11.0,-56.0
1776859200.5352952,9.0,-8.0,-57.0
1776859200.5452952,7.0,-2.0,-57.0
1776859200.5552952,8.0,4.0,-60.0
1776859200.5652952,3.0,7.0,-56.0
1776859200.5752952,0.0,4.0,-61.0
1776859200.5852952,0.0,3.0,-68.0
1776859200.5952952,3.0,2.0,-66.0
1776859200.6052952,3.0,3.0,-63.0
1776859200.6152952,1.0,2.0,-61.0
1776859200.6252952,-1.0,6.0,-67.0
1776859200.6352952,-5.0,2.0,-69.0
1776859200.6452951,-9.0,-1.0,-63.0
1776859200.6552951,-8.0,-2.0,-56.0
1776859200.6652951,-9.0,-3.0,-60.0
1776859200.675295,-6.0,0.0,-62.0
1776859200.685295,-7.0,1.0,-67.0
1776859200.695295,-5.0,0.0,-62.0
1776859200.705295,2.0,-1.0,-59.0
1776859200.715295,4.0,0.0,-63.0
1776859200.725295,4.0,0.0,-64.0
1776859200.7352953,4.0,2.0,-59.0
1776859200.7452953,5.0,-1.0,-60.0
1776859200.7552953,7.0,2.0,-60.0
1776859200.7652953,6.0,0.0,-54.0
1776859200.7752953,6.0,-1.0,-56.0
1776859200.7852952,7.0,-2.0,-53.0
1776859200.7952952,9.0,-7.0,-55.0
1776859200.8052952,4.0,-6.0,-54.0
1776859200.8152952,5.0,-5.0,-55.0
1776859200.8252952,10.0,-2.0,-54.0
1776859200.8352952,9.0,-3.0,-55.0
1776859200.8452952,8.0,-3.0,-59.0
1776859200.8552952,6.0,-1.0,-58.0
1776859200.8652952,10.0,-1.0,-56.0
1776859200.8752952,9.0,1.0,-52.0
1776859200.8852952,4.0,1.0,-61.0
1776859200.8952951,3.0,1.0,-61.0
1776859200.9052951,3.0,2.0,-61.0
1776859200.9152951,0.0,-1.0,-65.0
1776859200.925295,-2.0,1.0,-64.0
1776859200.935295,-3.0,2.0,-62.0
1776859200.945295,4.0,2.0,-67.0
1776859200.955295,4.0,0.0,-65.0
1776859200.965295,-2.0,-1.0,-68.0
1776859200.975295,-3.0,0.0,-67.0
1776859200.9852953,-2.0,3.0,-70.0
1776859200.9952953,0.0,4.0,-73.0
1776859201.0052953,5.0,5.0,-67.0
1776859201.0152953,3.0,8.0,-67.0
1776859201.0252953,6.0,6.0,-65.0
1776859201.0352952,4.0,0.0,-54.0
1776859201.0452952,-1.0,-1.0,-54.0
1776859201.0552952,0.0,-2.0,-62.0
1776859201.0652952,0.0,0.0,-61.0
1776859201.0752952,0.0,3.0,-66.0
1776859201.0852952,-3.0,3.0,-61.0
1776859201.0952952,-1.0,5.0,-61.0
1776859201.1052952,0.0,4.0,-62.0
1776859201.1152952,0.0,0.0,-65.0
1776859201.1252952,0.0,3.0,-55.0
1776859201.1352952,0.0,0.0,-49.0
1776859201.1452951,-5.0,3.0,-50.0
1776859201.1552951,-4.0,4.0,-50.0
1776859201.1652951,-4.0,4.0,-46.0
1776859201.175295,-2.0,1.0,-50.0
1776859201.185295,-1.0,0.0,-51.0
1776859201.195295,-4.0,-3.0,-48.0
1776859201.205295,-4.0,0.0,-53.0
1776859201.215295,1.0,3.0,-53.0
1776859201.225295,2.0,-2.0,-58.0
1776859201.2352953,1.0,-3.0,-62.0
1776859201.2452953,2.0,0.0,-56.0
1776859201.2552953,-3.0,0.0,-51.0
1776859201.2652953,-3.0,0.0,-56.0
1776859201.2752953,-6.0,0.0,-49.0
1776859201.2852952,-4.0,-1.0,-57.0
1776859201.2952952,-4.0,2.0,-58.0
1776859201.3052952,0.0,1.0,-56.0
1776859201.3152952,1.0,0.0,-49.0
1776859201.3252952,-3.0,-2.0,-49.0
1776859201.3352952,-2.0,-4.0,-50.0
1776859201.3452952,-4.0,-5.0,-52.0
1776859201.3552952,-2.0,-4.0,-53.0
1776859201.3652952,-1.0,-4.0,-51.0
1776859201.3752952,7.0,-5.0,-50.0
1776859201.3852952,6.0,-7.0,-46.0
1776859201.3952951,7.0,-8.0,-52.0
1776859201.4052951,5.0,-10.0,-54.0
1776859201.4152951,2.0,-13.0,-58.0
1776859201.425295,0.0,-6.0,-64.0
1776859201.435295,-3.0,-2.0,-57.0
1776859201.445295,-3.0,-2.0,-55.0
1776859201.455295,-2.0,-2.0,-58.0
1776859201.465295,-1.0,-3.0,-58.0
1776859201.475295,2.0,-5.0,-60.0
1776859201.4852953,0.0,-2.0,-62.0
1776859201.4952953,-2.0,-1.0,-65.0
1776859201.5052953,0.0,0.0,-59.0
1776859201.5152953,-1.0,0.0,-57.0
1776859201.5252953,-7.0,-4.0,-53.0
1776859201.5352952,-9.0,-3.0,-55.0
1776859201.5452952,-7.0,0.0,-60.0
1776859201.5552952,-6.0,0.0,-52.0
1776859201.5662951,-5.0,-2.0,-57.0
1776859201.5762951,-1.0,0.0,-63.0
1776859201.5852952,-1.0,-2.0,-61.0
1776859201.596295,0.0,-1.0,-56.0
1776859201.606295,0.0,-1.0,-61.0
1776859201.616295,0.0,4.0,-62.0
1776859201.626295,0.0,0.0,-60.0
1776859201.636295,-3.0,2.0,-61.0
1776859201.646295,-5.0,4.0,-60.0
1776859201.6562953,-6.0,5.0,-58.0
1776859201.6662953,-11.0,5.0,-60.0
1776859201.6762953,-13.0,2.0,-57.0
1776859201.6862953,-11.0,1.0,-54.0
1776859201.6962953,-7.0,2.0,-47.0
1776859201.7062953,-3.0,0.0,-44.0
