time,x,y,z
1775775600.0088086,1.0,5.0,-118.0
1775775600.0188086,0.0,5.0,-115.0
1775775600.0288086,-1.0,1.0,-119.0
1775775600.0388086,-2.0,-1.0,-115.0
1775775600.0488086,-5.0,-1.0,-110.0
1775775600.0588086,-3.0,-4.0,-117.0
1775775600.0688086,1.0,-4.0,-121.0
1775775600.0788083,1.0,-6.0,-115.0
1775775600.0888083,2.0,-2.0,-120.0
1775775600.0988083,2.0,-3.0,-119.0
1775775600.1088088,6.0,-6.0,-126.0
1775775600.1188087,1.0,-11.0,-122.0
1775775600.1288087,1.0,-10.0,-123.0
1775775600.1388087,-1.0,-11.0,-118.0
1775775600.1488087,-7.0,-11.0,-120.0
1775775600.1588087,-7.0,-9.0,-120.0
1775775600.1688087,-6.0,-2.0,-115.0
1775775600.1788087,-6.0,0.0,-114.0
1775775600.188809,-4.0,-1.0,-115.0
1775775600.198809,0.0,1.0,-112.0
1775775600.208809,-1.0,3.0,-118.0
1775775600.218809,2.0,1.0,-114.0
1775775600.2288086,1.0,1.0,-114.0
1775775600.2388086,1.0,3.0,-113.0
1775775600.2488086,2.0,0.0,-119.0
1775775600.2588086,2.0,0.0,-120.0
1775775600.2688086,0.0,1.0,-117.0
1775775600.2788086,-5.0,1.0,-122.0
1775775600.2888086,-4.0,6.0,-120.0
1775775600.2988086,2.0,1.0,-120.0
1775775600.3088086,3.0,0.0,-125.0
1775775600.3188086,0.0,-2.0,-123.0
1775775600.3288083,-5.0,-4.0,-114.0
1775775600.3388083,-5.0,-4.0,-113.0
1775775600.3488083,-11.0,-2.0,-117.0
1775775600.3588088,-9.0,-8.0,-122.0
1775775600.3688087,-5.0,-9.0,-126.0
1775775600.3788087,-5.0,-9.0,-121.0
1775775600.3888087,-7.0,-10.0,-120.0
1775775600.3988087,-5.0,-4.0,-122.0
1775775600.4088087,-8.0,-5.0,-116.0
1775775600.4188087,-7.0,-5.0,-118.0
1775775600.4288087,-5.0,-4.0,-114.0
1775775600.438809,-3.0,-3.0,-118.0
1775775600.448809,-2.0,-5.0,-118.0
1775775600.458809,-2.0,-5.0,-121.0
1775775600.468809,0.0,-8.0,-121.0
1775775600.4788086,-1.0,-6.0,-124.0
1775775600.4888086,-5.0,-7.0,-124.0
1775775600.4988086,-9.0,-10.0,-119.0
1775775600.5088086,-8.0,-8.0,-117.0
1775775600.5188086,-7.0,-7.0,-116.0
1775775600.5288086,-4.0,0.0,-114.0
1775775600.5388086,0.0,-1.0,-112.0
1775775600.5488086,5.0,-1.0,-112.0
1775775600.5588086,5.0,-3.0,-115.0
1775775600.5688086,5.0,-2.0,-120.0
1775775600.5788083,2.0,-3.0,-121.0
1775775600.5888083,0.0,-2.0,-121.0
1775775600.5988083,1.0,-2.0,-117.0
1775775600.6088088,3.0,-2.0,-112.0
1775775600.6188087,7.0,-5.0,-113.0
1775775600.6288087,8.0,-9.0,-110.0
1775775600.6388087,10.0,-11.0,-109.0
1775775600.6488087,7.0,-8.0,-112.0
1775775600.6588087,2.0,-7.0,-117.0
1775775600.6688087,-2.0,-5.0,-116.0
1775775600.6788087,-2.0,-5.0,-118.0
1775775600.688809,-1.0,-4.0,-113.0
1775775600.698809,-3.0,-4.0,-109.0
1775775600.708809,-5.0,-3.0,-111.0
1775775600.718809,-6.0,-5.0,-110.0
1775775600.7288086,-3.0,-8.0,-115.0
1775775600.7388086,6.0,-8.0,-118.0
1775775600.7488086,11.0,-7.0,-121.0
1775775600.7588086,4.0,-2.0,-120.0
1775775600.7688086,4.0,1.0,-122.0
1775775600.7788086,4.0,1.0,-117.0
1775775600.7888086,4.0,0.0,-115.0
1775775600.7988086,2.0,1.0,-115.0
1775775600.8088086,-1.0,0.0,-111.0
1775775600.8188086,-2.0,1.0,-109.0
1775775600.8288083,-3.0,0.0,-105.0
1775775600.8388083,-1.0,-1.0,-104.0
1775775600.8488083,0.0,-2.0,-108.0
1775775600.8588088,2.0,0.0,-117.0
1775775600.8688087,3.0,-1.0,-115.0
1775775600.8788087,3.0,0.0,-118.0
1775775600.8888087,0.0,-1.0,-116.0
1775775600.8988087,0.0,-2.0,-111.0
1775775600.9088087,-1.0,2.0,-110.0
1775775600.9188087,3.0,-5.0,-110.0
1775775600.9288087,4.0,-5.0,-113.0
1775775600.938809,1.0,-5.0,-116.0
1775775600.948809,3.0,-2.0,-120.0
1775775600.958809,0.0,-2.0,-121.0
1775775600.968809,0.0,0.0,-122.0
1775775600.9788086,2.0,-1.0,-126.0
1775775600.9888086,3.0,-3.0,-123.0
1775775600.9988086,1.0,-3.0,-122.0
1775775601.0088086,-3.0,-6.0,-119.0
1775775601.0188086,-2.0,-9.0,-120.0
1775775601.0288086,1.0,-10.0,-121.0
1775775601.0388086,1.0,-12.0,-117.0
1775775601.0488086,0.0,-6.0,-124.0
1775775601.0588086,-1.0,-3.0,-123.0
1775775601.0688086,2.0,-7.0,-113.0
1775775601.0788083,0.0,-5.0,-114.0
