time,x,y,z
1775430000.004736,-4.0,-5.0,-32.0
1775430000.014736,-1.0,-3.0,-31.0
1775430000.0247362,2.0,-2.0,-34.0
1775430000.0347362,5.0,-5.0,-37.0
1775430000.044736,7.0,-2.0,-41.0
1775430000.054736,5.0,0.0,-36.0
1775430000.064736,4.0,-1.0,-30.0
1775430000.074736,0.0,-2.0,-33.0
1775430000.084736,0.0,-2.0,-44.0
1775430000.094736,1.0,-2.0,-44.0
1775430000.104736,-2.0,1.0,-44.0
1775430000.114736,-2.0,-4.0,-35.0
1775430000.124736,4.0,-6.0,-29.0
1775430000.134736,1.0,-3.0,-24.0
1775430000.144736,-2.0,-4.0,-27.0
1775430000.154736,-3.0,0.0,-25.0
1775430000.164736,-4.0,-1.0,-31.0
1775430000.174736,0.0,1.0,-32.0
1775430000.184736,0.0,1.0,-28.0
1775430000.194736,1.0,0.0,-26.0
1775430000.204736,0.0,-2.0,-24.0
1775430000.214736,-1.0,-1.0,-29.0
1775430000.224736,0.0,0.0,-34.0
1775430000.234736,-5.0,-2.0,-30.0
1775430000.244736,0.0,-5.0,-33.0
1775430000.254736,5.0,-4.0,-35.0
1775430000.264736,7.0,-7.0,-41.0
1775430000.2747362,11.0,-4.0,-46.0
1775430000.2847362,8.0,-3.0,-46.0
1775430000.294736,6.0,-1.0,-39.0
1775430000.304736,2.0,-4.0,-39.0
1775430000.314736,6.0,-5.0,-41.0
1775430000.324736,6.0,-3.0,-39.0
1775430000.334736,5.0,-5.0,-35.0
1775430000.344736,2.0,0.0,-34.0
1775430000.354736,-1.0,-5.0,-37.0
1775430000.364736,0.0,-5.0,-40.0
1775430000.374736,0.0,-2.0,-37.0
1775430000.384736,2.0,1.0,-34.0
1775430000.394736,6.0,-1.0,-32.0
1775430000.404736,2.0,-4.0,-33.0
1775430000.414736,-2.0,-4.0,-32.0
1775430000.424736,-2.0,0.0,-30.0
1775430000.434736,0.0,0.0,-25.0
1775430000.444736,0.0,0.0,-24.0
1775430000.454736,4.0,-2.0,-26.0
1775430000.464736,4.0,-1.0,-28.0
1775430000.474736,6.0,1.0,-34.0
1775430000.484736,7.0,2.0,-30.0
1775430000.494736,4.0,-1.0,-21.0
1775430000.504736,3.0,-4.0,-8.0
1775430000.514736,3.0,-5.0,-13.0
1775430000.5247362,4.0,-4.0,-23.0
1775430000.5347362,-1.0,-4.0,-35.0
1775430000.544736,0.0,-3.0,-30.0
1775430000.554736,0.0,-3.0,-34.0
1775430000.564736,5.0,-2.0,-35.0
1775430000.574736,3.0,-3.0,-37.0
1775430000.584736,5.0,-2.0,-36.0
1775430000.594736,9.0,-3.0,-36.0
1775430000.604736,10.0,-1.0,-29.0
1775430000.614736,6.0,-5.0,-27.0
1775430000.624736,1.0,-6.0,-33.0
1775430000.634736,2.0,-4.0,-34.0
1775430000.644736,3.0,-4.0,-31.0
1775430000.654736,1.0,-5.0,-40.0
1775430000.664736,0.0,-5.0,-40.0
1775430000.674736,0.0,-9.0,-37.0
1775430000.684736,4.0,-10.0,-40.0
1775430000.694736,3.0,-4.0,-40.0
1775430000.704736,2.0,0.0,-37.0
1775430000.714736,3.0,3.0,-37.0
1775430000.724736,3.0,-2.0,-34.0
1775430000.734736,5.0,-2.0,-28.0
1775430000.744736,4.0,0.0,-29.0
1775430000.754736,6.0,2.0,-29.0
1775430000.764736,4.0,0.0,-26.0
1775430000.7747362,4.0,0.0,-33.0
1775430000.7847362,7.0,1.0,-36.0
1775430000.794736,5.0,2.0,-39.0
1775430000.804736,5.0,1.0,-42.0
1775430000.814736,9.0,0.0,-33.0
1775430000.824736,7.0,2.0,-40.0
1775430000.834736,4.0,6.0,-36.0
1775430000.844736,1.0,3.0,-34.0
1775430000.854736,0.0,2.0,-24.0
1775430000.864736,0.0,-3.0,-25.0
1775430000.874736,2.0,-6.0,-23.0
1775430000.884736,7.0,-2.0,-19.0
1775430000.894736,5.0,-4.0,-21.0
1775430000.905736,6.0,-7.0,-23.0
1775430000.915736,7.0,-7.0,-30.0
1775430000.925736,4.0,-4.0,-27.0
1775430000.935736,0.0,-3.0,-33.0
1775430000.9457362,0.0,-2.0,-29.0
1775430000.9557362,-3.0,-1.0,-26.0
1775430000.9657362,-4.0,-3.0,-26.0
1775430000.975736,-4.0,-2.0,-23.0
1775430000.985736,0.0,-3.0,-22.0
1775430000.995736,3.0,-5.0,-26.0
1775430001.005736,9.0,-4.0,-32.0
1775430001.015736,7.0,-4.0,-29.0
1775430001.025736,5.0,-2.0,-32.0
1775430001.035736,3.0,1.0,-32.0
1775430001.045736,-1.0,1.0,-25.0
1775430001.055736,-2.0,-4.0,-30.0
1775430001.065736,-3.0,-4.0,-31.0
1775430001.075736,-3.0,-6.0,-33.0
1775430001.085736,-3.0,-5.0,-28.0
1775430001.095736,-3.0,-6.0,-32.0
1775430001.105736,-6.0,-4.0,-32.0
1775430001.115736,-10.0,-3.0,-30.0
1775430001.125736,-7.0,-2.0,-26.0
1775430001.135736,-8.0,-1.0,-23.0
1775430001.145736,-1.0,-1.0,-22.0
1775430001.155736,0.0,1.0,-24.0
1775430001.165736,-1.0,0.0,-17.0
1775430001.175736,1.0,1.0,-21.0
1775430001.185736,4.0,-2.0,-28.0
1775430001.1957362,4.0,-4.0,-34.0
1775430001.2057362,4.0,-7.0,-35.0
1775430001.2157362,5.0,-9.0,-37.0
1775430001.225736,4.0,-11.0,-34.0
1775430001.235736,2.0,-10.0,-33.0
1775430001.245736,3.0,-9.0,-34.0
1775430001.255736,1.0,-8.0,-37.0
1775430001.265736,1.0,-7.0,-40.0
1775430001.275736,1.0,-2.0,-44.0
1775430001.285736,2.0,-1.0,-48.0
1775430001.295736,5.0,0.0,-40.0
1775430001.305736,7.0,0.0,-38.0
1775430001.315736,5.0,0.0,-33.0
1775430001.325736,0.0,2.0,-29.0
1775430001.335736,1.0,0.0,-27.0
1775430001.345736,1.0,1.0,-29.0
1775430001.355736,2.0,1.0,-31.0
1775430001.365736,6.0,0.0,-33.0
1775430001.375736,6.0,-1.0,-37.0
1775430001.385736,9.0,-1.0,-36.0
1775430001.395736,10.0,2.0,-30.0
1775430001.405736,10.0,5.0,-32.0
1775430001.415736,7.0,3.0,-36.0
1775430001.425736,8.0,4.0,-38.0
1775430001.435736,4.0,0.0,-38.0
1775430001.4457362,3.0,-4.0,-34.0
1775430001.4557362,4.0,-2.0,-34.0
1775430001.4657362,3.0,3.0,-30.0
1775430001.475736,5.0,5.0,-24.0
1775430001.485736,1.0,6.0,-21.0
1775430001.495736,3.0,5.0,-30.0
1775430001.505736,5.0,3.0,-25.0
1775430001.515736,2.0,6.0,-24.0
1775430001.525736,-1.0,0.0,-31.0
1775430001.535736,-1.0,-1.0,-30.0
1775430001.545736,-1.0,-3.0,-36.0
1775430001.555736,0.0,-1.0,-37.0
1775430001.565736,4.0,-4.0,-33.0
1775430001.575736,4.0,-4.0,-31.0
1775430001.585736,6.0,-4.0,-26.0
1775430001.595736,5.0,-1.0,-25.0
1775430001.605736,4.0,-3.0,-28.0
1775430001.615736,5.0,-3.0,-32.0
1775430001.625736,5.0,-3.0,-34.0
1775430001.635736,3.0,-6.0,-36.0
1775430001.645736,3.0,-5.0,-29.0
1775430001.655736,6.0,-1.0,-32.0
1775430001.665736,8.0,-1.0,-36.0
1775430001.675736,3.0,3.0,-31.0
1775430001.685736,0.0,4.0,-28.0
1775430001.6957362,-1.0,4.0,-29.0
1775430001.7057362,-3.0,1.0,-24.0
1775430001.7157362,-1.0,1.0,-24.0
1775430001.725736,-2.0,0.0,-22.0
1775430001.735736,-4.0,2.0,-25.0
1775430001.745736,-2.0,0.0,-26.0
1775430001.755736,-1.0,-4.0,-29.0
1775430001.765736,-2.0,-5.0,-34.0
1775430001.775736,-2.0,0.0,-38.0
1775430001.785736,-1.0,0.0,-34.0
1775430001.795736,0.0,1.0,-31.0
1775430001.805736,1.0,1.0,-33.0
1775430001.815736,2.0,0.0,-34.0
1775430001.825736,1.0,-4.0,-28.0
1775430001.835736,3.0,-2.0,-26.0
1775430001.845736,0.0,-1.0,-28.0
