time,x,y,z
1775030400.0083673,0.0,2.0,4.0
1775030400.0183673,-2.0,4.0,5.0
1775030400.0283673,0.0,8.0,9.0
1775030400.0383673,1.0,5.0,0.0
1775030400.0483673,2.0,2.0,1.0
1775030400.0583673,8.0,0.0,-5.0
1775030400.0683672,8.0,0.0,0.0
1775030400.0783672,8.0,0.0,-1.0
1775030400.0883672,6.0,1.0,0.0
1775030400.0983672,5.0,5.0,1.0
1775030400.1083672,2.0,6.0,3.0
1775030400.1183672,1.0,1.0,2.0
1775030400.1283672,0.0,-3.0,2.0
1775030400.1383672,-2.0,-4.0,7.0
1775030400.1483672,0.0,0.0,8.0
1775030400.1583672,-3.0,-1.0,1.0
1775030400.1683671,-3.0,-3.0,0.0
1775030400.1783674,-3.0,-3.0,0.0
1775030400.1883674,0.0,-5.0,3.0
1775030400.1983674,0.0,-4.0,0.0
1775030400.208367,2.0,-8.0,0.0
1775030400.218367,7.0,-7.0,5.0
1775030400.228367,5.0,-5.0,5.0
1775030400.2383673,4.0,-8.0,3.0
1775030400.2483673,-3.0,-9.0,1.0
1775030400.2583673,-6.0,-6.0,-4.0
1775030400.2683673,-7.0,-4.0,-9.0
1775030400.2783673,-5.0,-5.0,-7.0
1775030400.2883673,-2.0,-1.0,-5.0
1775030400.2983673,3.0,-1.0,-3.0
1775030400.3083673,0.0,0.0,0.0
1775030400.3183672,0.0,-4.0,0.0
1775030400.3283672,0.0,-3.0,-1.0
1775030400.3383672,-1.0,-2.0,2.0
1775030400.3483672,0.0,-2.0,5.0
1775030400.3583672,1.0,-1.0,-2.0
1775030400.3683672,4.0,-4.0,3.0
1775030400.3783672,8.0,-3.0,0.0
1775030400.3883672,6.0,-6.0,0.0
1775030400.3983672,7.0,-7.0,-1.0
1775030400.4083672,9.0,-7.0,2.0
1775030400.4183671,7.0,-7.0,-1.0
1775030400.4283674,7.0,-5.0,-4.0
1775030400.4383674,0.0,-5.0,2.0
1775030400.4483674,2.0,0.0,0.0
1775030400.458367,2.0,-3.0,9.0
1775030400.468367,3.0,1.0,9.0
1775030400.478367,2.0,1.0,9.0
1775030400.4883673,0.0,-3.0,11.0
1775030400.4983673,0.0,0.0,11.0
1775030400.5083673,-2.0,0.0,1.0
1775030400.5183673,-5.0,-1.0,4.0
1775030400.5283673,0.0,-2.0,4.0
1775030400.5383673,0.0,-6.0,1.0
1775030400.5483673,-2.0,-7.0,2.0
1775030400.5583673,-2.0,-2.0,0.0
1775030400.5683672,-3.0,0.0,4.0
1775030400.5783672,-2.0,-1.0,1.0
1775030400.5883672,-6.0,0.0,1.0
1775030400.5983672,-8.0,0.0,-9.0
1775030400.6083672,-5.0,-2.0,-4.0
1775030400.6183672,-7.0,0.0,1.0
1775030400.6283672,-6.0,0.0,4.0
1775030400.6383672,-2.0,-1.0,-4.0
1775030400.6483672,-2.0,0.0,-10.0
1775030400.6583672,-1.0,1.0,-8.0
1775030400.6683671,-2.0,-4.0,-3.0
1775030400.6783674,1.0,-1.0,1.0
1775030400.6883674,0.0,-2.0,8.0
1775030400.6983674,0.0,0.0,5.0
1775030400.708367,-4.0,0.0,12.0
1775030400.718367,-3.0,-3.0,8.0
1775030400.728367,0.0,-4.0,5.0
1775030400.7383673,-5.0,-6.0,5.0
1775030400.7483673,-3.0,-3.0,3.0
1775030400.7583673,0.0,-1.0,0.0
1775030400.7683673,1.0,-1.0,-3.0
1775030400.7783673,4.0,-4.0,3.0
1775030400.7883673,1.0,-5.0,-2.0
1775030400.7983673,1.0,-5.0,1.0
1775030400.8083673,2.0,-2.0,5.0
1775030400.8183672,0.0,0.0,-2.0
1775030400.8283672,1.0,1.0,-4.0
1775030400.8383672,-1.0,2.0,1.0
1775030400.8483672,-3.0,1.0,-4.0
1775030400.8583672,-1.0,0.0,-2.0
