time,x,y,z
1776380400.0075955,-2.0,1.0,-29.0
1776380400.0175955,-5.0,0.0,-34.0
1776380400.0275955,0.0,1.0,-31.0
1776380400.0375955,0.0,1.0,-37.0
1776380400.0475955,0.0,0.0,-42.0
1776380400.0575955,1.0,0.0,-43.0
1776380400.0675955,-1.0,-1.0,-45.0
1776380400.0775957,-2.0,0.0,-48.0
1776380400.0875957,2.0,-4.0,-49.0
1776380400.0975957,1.0,-9.0,-47.0
1776380400.1075957,2.0,-11.0,-37.0
1776380400.1175957,4.0,-10.0,-33.0
1776380400.1275957,8.0,-7.0,-38.0
1776380400.1375957,9.0,-4.0,-42.0
1776380400.1475956,7.0,-6.0,-44.0
1776380400.1575956,8.0,-4.0,-41.0
1776380400.1675956,3.0,-4.0,-37.0
1776380400.1775956,1.0,-5.0,-39.0
1776380400.1875956,-2.0,-3.0,-43.0
1776380400.1985955,-9.0,-3.0,-44.0
1776380400.2075956,-10.0,-3.0,-46.0
1776380400.2185955,-4.0,-4.0,-43.0
1776380400.2285955,-4.0,-4.0,-37.0
1776380400.2385955,-4.0,-1.0,-38.0
1776380400.2485957,-7.0,-5.0,-37.0
1776380400.2585957,-6.0,-2.0,-34.0
1776380400.2685957,-8.0,-8.0,-38.0
1776380400.2785957,-8.0,-7.0,-36.0
1776380400.2885957,-8.0,-5.0,-37.0
1776380400.2985957,-9.0,-1.0,-44.0
1776380400.3085957,-4.0,-3.0,-44.0
1776380400.3185956,-3.0,0.0,-46.0
1776380400.3285956,0.0,-4.0,-45.0
1776380400.3385956,0.0,-3.0,-40.0
1776380400.3485956,2.0,-2.0,-32.0
1776380400.3585956,4.0,1.0,-32.0
1776380400.3685956,5.0,-1.0,-31.0
1776380400.3785956,0.0,1.0,-33.0
1776380400.3885956,3.0,0.0,-34.0
1776380400.3985956,4.0,0.0,-39.0
1776380400.4085956,5.0,1.0,-44.0
1776380400.4185956,2.0,-3.0,-43.0
1776380400.4285955,4.0,-2.0,-38.0
1776380400.4385955,1.0,-3.0,-40.0
1776380400.4485955,-3.0,-3.0,-41.0
1776380400.4585955,-4.0,-4.0,-42.0
1776380400.4685955,-3.0,-6.0,-43.0
1776380400.4785955,-2.0,-9.0,-41.0
1776380400.4885955,-2.0,-4.0,-42.0
1776380400.4985957,-4.0,-4.0,-41.0
1776380400.5085957,-2.0,-7.0,-39.0
1776380400.5185957,1.0,-4.0,-34.0
1776380400.5285957,5.0,-8.0,-34.0
1776380400.5385957,8.0,-6.0,-33.0
1776380400.5485957,6.0,-5.0,-31.0
1776380400.5585957,4.0,-4.0,-33.0
1776380400.5685956,2.0,-5.0,-35.0
1776380400.5785956,5.0,-2.0,-34.0
1776380400.5885956,7.0,-5.0,-30.0
1776380400.5985956,6.0,-9.0,-28.0
1776380400.6085956,5.0,-10.0,-36.0
1776380400.6185956,7.0,-9.0,-37.0
1776380400.6285956,8.0,-9.0,-39.0
1776380400.6385956,4.0,-4.0,-41.0
1776380400.6485956,6.0,-3.0,-39.0
1776380400.6585956,3.0,-5.0,-41.0
1776380400.6685956,4.0,-3.0,-47.0
1776380400.6785955,-2.0,-2.0,-44.0
1776380400.6885955,-3.0,0.0,-47.0
1776380400.6985955,-3.0,3.0,-38.0
1776380400.7085955,-2.0,1.0,-31.0
1776380400.7185955,0.0,1.0,-32.0
1776380400.7285955,-4.0,0.0,-29.0
1776380400.7385955,-3.0,-1.0,-24.0
1776380400.7485957,0.0,0.0,-27.0
