time,x,y,z
1754337600.00146,1,0,-79
1754337600.04046,7,2,-84
1754337600.07846,3,3,-90
1754337600.1154602,8,2,-91
1754337600.15246,7,-5,-96
1754337600.1904602,5,-8,-93
1754337600.22946,1,-7,-103
1754337600.26546,-2,0,-92
1754337600.30346,0,2,-91
1754337600.34146,2,-1,-94
1754337600.38046,-1,0,-82
1754337600.41846,0,3,-86
1754337600.45446,-2,3,-89
1754337600.49246,3,0,-94
1754337600.53146,5,9,-94
1754337600.5694602,1,-2,-83
1754337600.6054602,5,-3,-74
1754337600.64246,4,0,-77
1754337600.68046,4,0,-97
1754337600.71946,3,2,-102
1754337600.75546,-3,1,-97
1754337600.7924602,0,2,-98
1754337600.83146,10,5,-80
1754337600.86946,2,-3,-91
1754337600.90546,2,-1,-96
1754337600.94346,0,-2,-89
1754337600.98146,3,-4,-101
1754337601.02046,-1,1,-82
1754337601.05846,0,4,-90
1754337601.09446,-2,0,-90
1754337601.13246,3,4,-90
1754337601.17046,4,4,-96
1754337601.20946,-1,2,-99
1754337601.2464602,-2,-1,-89
1754337601.28346,-2,-1,-88
1754337601.32146,2,0,-91
1754337601.36046,-2,5,-90
1754337601.39646,0,0,-80
1754337601.4344602,-4,-2,-94
1754337601.4734602,-6,-6,-103
1754337601.51046,0,1,-93
1754337601.5494602,2,0,-100
1754337601.5854602,3,0,-86
1754337601.62246,0,-6,-84
1754337601.66046,-3,-7,-86
1754337601.69946,13,-5,-83
1754337601.73546,7,1,-98
1754337601.77246,0,-2,-101
1754337601.81046,0,-3,-93
1754337601.84946,3,-5,-91
1754337601.88546,-3,-3,-87
1754337601.92346,0,-1,-90
1754337601.96146,4,0,-84
1754337602.00046,-2,0,-97
1754337602.0364602,2,-2,-87
1754337602.07446,1,1,-86
1754337602.11246,0,-4,-91
1754337602.1514602,-4,-8,-93
1754337602.18946,-7,-4,-86
1754337602.22546,0,-11,-89
1754337602.2634602,3,-6,-98
1754337602.30146,-5,-6,-82
1754337602.34046,-1,0,-91
1754337602.37646,-7,0,-90
1754337602.4144602,2,-5,-86
1754337602.45246,1,-4,-93
1754337602.49146,-4,0,-87
1754337602.5294602,0,-1,-82
1754337602.5654602,3,-4,-92
1754337602.60346,4,-5,-89
1754337602.6414602,3,-1,-93
1754337602.68046,1,1,-90
1754337602.71646,7,1,-77
1754337602.7534602,-1,3,-79
1754337602.7924602,-3,8,-81
1754337602.83046,2,5,-94
1754337602.86646,5,-1,-90
1754337602.90546,4,0,-91
1754337602.94246,-3,4,-97
1754337602.98146,0,2,-88
1754337603.0194602,3,-4,-86
1754337603.05546,2,3,-87
1754337603.0924602,4,7,-86
1754337603.1314602,6,0,-102
1754337603.16946,7,0,-93
1754337603.20546,0,-4,-105
1754337603.2434602,7,0,-84
1754337603.28146,1,-1,-88
1754337603.32046,3,-3,-92
1754337603.35646,0,0,-91
1754337603.39346,-1,1,-84
1754337603.43146,0,0,-82
1754337603.4704602,2,-2,-82
1754337603.50746,2,1,-87
1754337603.54446,1,-4,-76
1754337603.5824602,-4,-4,-94
1754337603.6214602,4,0,-91
1754337603.6574602,0,0,-102
1754337603.6944602,1,-1,-96
