time,x,y,z
1775638800.0095654,2.0,-3.0,-68.0
1775638800.019565,6.0,-5.0,-68.0
1775638800.029565,4.0,-4.0,-65.0
1775638800.039565,2.0,-3.0,-65.0
1775638800.0495653,-1.0,-6.0,-74.0
1775638800.0595653,-3.0,-5.0,-79.0
1775638800.0695653,-4.0,-5.0,-77.0
1775638800.0795653,-6.0,-4.0,-77.0
1775638800.0895653,-2.0,-1.0,-75.0
1775638800.0995653,-1.0,0.0,-72.0
1775638800.1095655,-5.0,-2.0,-75.0
1775638800.1195655,-6.0,-1.0,-76.0
1775638800.1295657,-7.0,-2.0,-80.0
1775638800.1395657,-2.0,-6.0,-79.0
1775638800.1495657,-3.0,0.0,-79.0
1775638800.1595654,-2.0,-4.0,-75.0
1775638800.1695654,0.0,-5.0,-70.0
1775638800.1795654,4.0,-1.0,-66.0
1775638800.1895654,0.0,-1.0,-62.0
1775638800.1995654,-3.0,-2.0,-65.0
1775638800.2095654,-1.0,-5.0,-66.0
1775638800.2195654,2.0,-1.0,-70.0
1775638800.2295654,2.0,0.0,-68.0
1775638800.2395654,2.0,5.0,-68.0
1775638800.2495654,0.0,2.0,-70.0
1775638800.2595654,0.0,0.0,-65.0
1775638800.269565,1.0,-1.0,-63.0
1775638800.279565,0.0,-2.0,-60.0
1775638800.289565,0.0,-1.0,-58.0
1775638800.2995653,1.0,0.0,-57.0
1775638800.3095653,4.0,-1.0,-57.0
1775638800.3195653,8.0,-5.0,-61.0
1775638800.3295653,2.0,-5.0,-61.0
1775638800.3395653,2.0,-8.0,-62.0
1775638800.3495653,0.0,-8.0,-71.0
1775638800.3595655,-1.0,-5.0,-73.0
1775638800.3695655,-6.0,-9.0,-70.0
1775638800.3795657,-8.0,-5.0,-74.0
1775638800.3895657,-8.0,-3.0,-78.0
1775638800.3995657,-3.0,-3.0,-74.0
1775638800.4095654,-3.0,-5.0,-72.0
1775638800.4195654,3.0,-4.0,-74.0
1775638800.4295654,5.0,0.0,-75.0
1775638800.4395654,0.0,-4.0,-68.0
1775638800.4495654,-1.0,-4.0,-69.0
1775638800.4595654,2.0,-2.0,-73.0
1775638800.4695654,5.0,-1.0,-73.0
1775638800.4795654,2.0,0.0,-74.0
1775638800.4895654,4.0,-1.0,-75.0
1775638800.4995654,4.0,2.0,-73.0
1775638800.5095654,2.0,1.0,-70.0
1775638800.519565,2.0,5.0,-65.0
1775638800.529565,0.0,2.0,-67.0
1775638800.539565,-1.0,0.0,-67.0
1775638800.5495653,-2.0,0.0,-61.0
1775638800.5595653,-2.0,2.0,-68.0
1775638800.5695653,-1.0,4.0,-70.0
1775638800.5795653,6.0,7.0,-67.0
1775638800.5895653,6.0,7.0,-69.0
1775638800.5995653,5.0,6.0,-69.0
1775638800.6095655,4.0,5.0,-70.0
1775638800.6195655,6.0,7.0,-69.0
1775638800.6295657,6.0,6.0,-72.0
1775638800.6395657,5.0,3.0,-73.0
1775638800.6495657,0.0,1.0,-68.0
1775638800.6595654,-3.0,-3.0,-70.0
1775638800.6695654,-3.0,-6.0,-70.0
1775638800.6795654,-3.0,-5.0,-69.0
1775638800.6895654,-2.0,-10.0,-69.0
1775638800.6995654,0.0,-12.0,-76.0
1775638800.7095654,1.0,-11.0,-75.0
1775638800.7195654,0.0,-8.0,-72.0
1775638800.7295654,1.0,-9.0,-65.0
1775638800.7395654,0.0,-5.0,-67.0
1775638800.7495654,2.0,-4.0,-76.0
1775638800.7595654,0.0,-1.0,-74.0
1775638800.769565,0.0,-1.0,-78.0
1775638800.779565,1.0,0.0,-79.0
1775638800.789565,6.0,-1.0,-76.0
1775638800.7995653,9.0,-1.0,-70.0
1775638800.8095653,10.0,-3.0,-73.0
1775638800.8195653,4.0,-5.0,-74.0
1775638800.8295653,5.0,-4.0,-73.0
