time,x,y,z
1749747600.0280392,1,-1,-75
1749747600.0650392,-3,3,-70
1749747600.1040392,1,7,-66
1749747600.1400392,1,-1,-65
1749747600.1780393,-5,-3,-73
1749747600.2160392,-1,-1,-68
1749747600.2550392,3,-1,-71
1749747600.2910392,-2,0,-71
1749747600.3280392,-3,0,-77
1749747600.3660393,-5,0,-82
1749747600.4050393,0,4,-78
1749747600.441039,-2,6,-75
1749747600.4780393,4,2,-72
1749747600.5160394,4,0,-62
1749747600.5550392,-2,-3,-75
1749747600.5910392,-7,-3,-78
1749747600.6300392,-3,1,-70
1749747600.6670392,1,0,-70
1749747600.7050393,-5,-4,-75
1749747600.7440393,1,1,-74
1749747600.7800393,6,0,-69
1749747600.8170393,4,-2,-66
1749747600.8560393,2,-1,-72
1749747600.8940394,3,2,-70
1749747600.9300392,11,0,-69
1749747600.967039,0,0,-76
1749747601.0060394,-9,7,-75
1749747601.0440392,1,0,-77
1749747601.0800393,-1,2,-65
1749747601.1170392,2,-5,-74
1749747601.1560392,-4,2,-79
1749747601.194039,-3,0,-71
1749747601.2300394,1,1,-73
1749747601.2670393,8,-3,-65
1749747601.306039,-2,-1,-76
1749747601.3440392,-8,-6,-83
1749747601.3800392,-2,1,-74
1749747601.4170392,2,1,-78
1749747601.4560392,-5,1,-71
1749747601.4940393,0,-4,-79
1749747601.5380392,-2,-2,-67
1749747601.5760393,-10,-1,-70
1749747601.615039,-1,1,-73
1749747601.6510394,-1,-3,-76
1749747601.6890392,-3,-3,-79
1749747601.727039,0,0,-78
1749747601.7660394,1,7,-59
1749747601.8040392,-11,0,-74
1749747601.8400393,-7,-1,-78
1749747601.8780394,-11,-1,-74
1749747601.9160392,4,0,-76
1749747601.9550393,-1,-5,-72
1749747601.9910393,-1,-6,-70
1749747602.0290394,1,3,-69
1749747602.0670393,-1,1,-72
1749747602.1060393,-5,-1,-75
1749747602.1420393,0,-10,-86
1749747602.1790392,-4,-1,-60
1749747602.2180393,0,-4,-63
1749747602.2560394,2,-5,-76
1749747602.2920392,8,1,-70
1749747602.329039,5,-2,-67
1749747602.3670392,3,-8,-82
1749747602.4060392,3,-5,-69
1749747602.4420393,1,-3,-69
1749747602.4790392,-7,-6,-73
1749747602.5180392,-8,0,-66
1749747602.556039,5,4,-66
1749747602.592039,7,0,-73
1749747602.6300392,2,0,-82
1749747602.668039,1,-8,-84
1749747602.7070394,2,-5,-72
1749747602.7450392,1,1,-70
1749747602.7810392,-2,0,-76
1749747602.8180392,-2,3,-83
1749747602.8570392,2,-9,-80
1749747602.895039,0,-12,-76
1749747602.931039,-4,-4,-75
1749747602.9690392,-3,-5,-74
1749747603.0070393,-1,-5,-72
1749747603.046039,4,-2,-64
1749747603.0820394,9,-1,-71
1749747603.1210394,-3,2,-61
1749747603.158039,-2,1,-67
1749747603.1970394,3,-4,-74
1749747603.2350392,-5,3,-80
1749747603.2710392,-3,0,-70
1749747603.3090394,0,-3,-67
1749747603.3470392,-3,-2,-63
1749747603.3860393,-8,-6,-68
1749747603.4220393,-2,-6,-71
1749747603.4600394,0,-4,-74
1749747603.4980392,6,1,-78
1749747603.5370393,2,-4,-71
1749747603.5750394,6,0,-67
1749747603.6110392,7,-3,-68
1749747603.648039,9,3,-65
1749747603.6870394,0,0,-65
1749747603.7230394,3,0,-60
1749747603.760039,4,0,-60
1749747603.7980392,5,3,-57
1749747603.8370392,1,5,-64
1749747603.8730392,7,-2,-75
1749747603.9100392,-5,0,-72
1749747603.9480393,-2,4,-68
