time,x,y,z
1769857200.0030532,-6,4,-198
1769857200.0130532,0,5,-197
1769857200.0230532,-1,5,-195
1769857200.0330532,-4,6,-200
1769857200.0430532,-3,6,-202
1769857200.0530531,-5,8,-200
1769857200.0630531,-6,4,-193
1769857200.0730531,-5,5,-196
1769857200.083053,-6,6,-196
1769857200.093053,-5,8,-195
1769857200.103053,-5,3,-195
1769857200.113053,-1,5,-194
1769857200.1230533,-2,4,-193
1769857200.1330533,3,2,-191
1769857200.1430533,4,3,-188
1769857200.1530533,-2,4,-177
1769857200.1630533,0,1,-180
1769857200.1730533,4,-1,-181
1769857200.1830533,6,-2,-179
1769857200.1930532,2,0,-183
1769857200.2030532,4,3,-187
1769857200.2130532,5,9,-189
1769857200.2230532,0,9,-191
1769857200.2330532,2,9,-196
1769857200.2430532,3,6,-197
1769857200.2530532,3,3,-195
1769857200.2630532,0,-2,-195
1769857200.2730532,8,-7,-196
1769857200.2830532,7,0,-196
1769857200.2930532,8,2,-195
1769857200.3030531,8,5,-195
1769857200.3130531,5,4,-191
1769857200.3230531,5,4,-192
1769857200.333053,3,8,-196
1769857200.343053,-1,5,-199
1769857200.353053,-3,3,-203
1769857200.363053,-7,3,-204
1769857200.3730533,-10,0,-207
1769857200.3830533,-13,0,-206
1769857200.3930533,-13,1,-202
1769857200.4030533,-9,1,-200
1769857200.4130533,-6,3,-197
1769857200.4230533,-3,4,-190
1769857200.4330533,-2,4,-191
1769857200.4430532,4,1,-191
1769857200.4530532,9,-2,-197
1769857200.4630532,7,1,-194
1769857200.4730532,8,1,-195
1769857200.4830532,7,0,-194
1769857200.4930532,3,-2,-198
1769857200.5030532,1,-1,-199
1769857200.5130532,2,-1,-195
1769857200.5230532,3,0,-197
1769857200.5330532,4,0,-200
1769857200.5430532,5,1,-197
1769857200.5530531,-2,0,-191
1769857200.5630531,0,6,-187
1769857200.5730531,-5,5,-187
1769857200.583053,-5,4,-184
1769857200.593053,-2,3,-181
1769857200.603053,0,1,-178
1769857200.613053,0,2,-181
1769857200.6230533,-3,1,-183
1769857200.6330533,-4,-3,-182
1769857200.6430533,-2,-3,-182
1769857200.6530533,0,0,-186
1769857200.6630533,-5,-2,-194
1769857200.6730533,-5,-5,-195
1769857200.6830533,-3,-6,-202
1769857200.6930532,0,-6,-202
1769857200.7030532,0,-1,-194
1769857200.7130532,0,0,-190
1769857200.7230532,4,2,-196
1769857200.7330532,6,0,-198
1769857200.7430532,7,-2,-199
1769857200.7530532,6,-2,-193
1769857200.7630532,7,-3,-193
1769857200.7730532,8,-5,-194
1769857200.7830532,8,-5,-200
1769857200.7930532,1,1,-198
1769857200.8030531,-1,3,-195
1769857200.8130531,-8,0,-194
1769857200.8230531,-5,0,-195
1769857200.833053,-3,1,-200
1769857200.843053,0,1,-201
1769857200.853053,2,2,-202
1769857200.863053,5,4,-205
1769857200.8730533,3,3,-201
1769857200.8830533,3,0,-193
1769857200.8930533,4,1,-192
1769857200.9030533,7,2,-191
1769857200.9130533,7,3,-194
1769857200.9230533,4,-1,-198
1769857200.9330533,2,-4,-201
1769857200.9430532,0,-8,-197
1769857200.9530532,0,-6,-192
1769857200.9630532,7,-6,-190
1769857200.9730532,6,-4,-193
1769857200.9830532,5,0,-194
1769857200.9930532,5,-3,-197
1769857201.0030532,0,-3,-195
1769857201.0130532,-3,-3,-198
1769857201.0230532,-5,-2,-201
1769857201.0330532,-5,-2,-203
1769857201.0430532,-5,1,-199
1769857201.0530531,-6,0,-201
1769857201.0630531,-10,0,-205
1769857201.0730531,-9,0,-199
1769857201.083053,-3,4,-190
1769857201.093053,0,4,-193
1769857201.103053,-1,3,-197
1769857201.113053,-2,-1,-197
1769857201.1230533,-3,-4,-205
1769857201.1330533,-4,1,-200
1769857201.1440532,-4,1,-201
1769857201.1540532,-7,-1,-203
1769857201.1640532,-7,-3,-198
1769857201.1740532,-7,-1,-194
1769857201.1840532,-7,1,-200
1769857201.1940532,-5,-1,-201
1769857201.2040532,0,-2,-201
1769857201.2140532,1,-1,-196
1769857201.2240531,3,1,-197
1769857201.2340531,-1,4,-196
1769857201.2440531,-1,7,-198
1769857201.254053,-2,1,-199
1769857201.264053,0,-2,-198
1769857201.274053,0,-2,-201
1769857201.284053,-1,1,-203
1769857201.2940533,-4,-4,-200
1769857201.3040533,-8,-5,-194
1769857201.3140533,-7,-4,-194
1769857201.3240533,-5,-2,-200
1769857201.3340533,-5,-3,-199
1769857201.3440533,-5,-2,-204
1769857201.3540533,-1,0,-200
1769857201.3640532,-2,0,-207
1769857201.3740532,-2,0,-210
1769857201.3840532,-1,2,-204
1769857201.3940532,-6,3,-204
1769857201.4040532,-7,5,-200
1769857201.4140532,-2,5,-205
1769857201.4240532,-1,1,-198
1769857201.4340532,2,0,-193
1769857201.4440532,7,1,-202
1769857201.4540532,2,1,-200
1769857201.4640532,4,0,-204
1769857201.4740531,6,-3,-204
1769857201.4840531,12,-3,-202
1769857201.4940531,10,-5,-203
1769857201.504053,8,-1,-201
1769857201.514053,11,0,-197
1769857201.524053,12,-2,-201
1769857201.534053,14,-3,-201
1769857201.5440533,11,-1,-202
1769857201.5540533,6,-6,-200
1769857201.5640533,6,-2,-203
1769857201.5740533,7,-5,-206
1769857201.5840533,10,-6,-204
1769857201.5940533,2,-8,-193
1769857201.6040533,1,-10,-187
1769857201.6140532,0,-6,-185
1769857201.6240532,0,-4,-184
1769857201.6340532,0,-4,-186
1769857201.6440532,0,-3,-183
1769857201.6540532,4,0,-184
1769857201.6640532,3,0,-188
1769857201.6740532,5,-1,-186
1769857201.6840532,0,-3,-187
1769857201.6940532,1,-6,-189
1769857201.7040532,2,-7,-190
1769857201.7140532,2,-8,-195
1769857201.7240531,2,-10,-196
1769857201.7340531,4,-9,-201
1769857201.7440531,9,-3,-193
1769857201.754053,10,-1,-188
1769857201.764053,6,0,-186
1769857201.774053,4,-4,-192
1769857201.784053,7,0,-200
1769857201.7940533,5,1,-207
1769857201.8040533,4,0,-203
1769857201.8140533,2,-2,-195
