time,x,y,z
1775574000.0081975,3.0,-4.0,-57.0
1775574000.0181975,4.0,-3.0,-54.0
1775574000.0281975,1.0,0.0,-51.0
1775574000.0381975,-1.0,0.0,-54.0
1775574000.0481975,-2.0,0.0,-51.0
1775574000.0581975,0.0,-4.0,-49.0
1775574000.0681975,1.0,-3.0,-51.0
1775574000.0781977,2.0,0.0,-55.0
1775574000.0881977,0.0,-4.0,-56.0
1775574000.0981977,-1.0,-2.0,-53.0
1775574000.1081977,-2.0,-1.0,-48.0
1775574000.1181974,1.0,-3.0,-52.0
1775574000.1281974,0.0,-1.0,-51.0
1775574000.1381974,3.0,0.0,-47.0
1775574000.1481974,0.0,2.0,-43.0
1775574000.1581974,-1.0,3.0,-46.0
1775574000.1681974,-3.0,6.0,-45.0
1775574000.1781974,-8.0,11.0,-39.0
1775574000.1881974,-7.0,7.0,-45.0
1775574000.1981974,-8.0,3.0,-50.0
1775574000.2081974,-8.0,0.0,-53.0
1775574000.218197,-2.0,-5.0,-52.0
1775574000.228197,0.0,-3.0,-53.0
1775574000.238197,0.0,-4.0,-53.0
1775574000.2481973,-1.0,-4.0,-49.0
1775574000.2581975,-1.0,0.0,-54.0
1775574000.2681975,-3.0,2.0,-52.0
1775574000.2781975,-1.0,3.0,-47.0
1775574000.2881975,0.0,0.0,-49.0
1775574000.2981975,-3.0,0.0,-56.0
1775574000.3081975,0.0,-2.0,-55.0
1775574000.3181975,-1.0,0.0,-59.0
1775574000.3281977,3.0,0.0,-62.0
1775574000.3381977,2.0,4.0,-61.0
1775574000.3481977,0.0,3.0,-56.0
1775574000.3581977,0.0,4.0,-56.0
1775574000.3681974,0.0,3.0,-55.0
1775574000.3781974,2.0,-1.0,-64.0
1775574000.3881974,-1.0,0.0,-68.0
1775574000.399197,2.0,0.0,-63.0
1775574000.409197,0.0,0.0,-56.0
1775574000.4181974,1.0,-1.0,-49.0
1775574000.4291975,2.0,-2.0,-44.0
1775574000.4391975,0.0,-1.0,-44.0
1775574000.4491975,0.0,1.0,-46.0
1775574000.4591975,-4.0,-2.0,-51.0
1775574000.4691975,-4.0,1.0,-46.0
1775574000.4791975,0.0,0.0,-45.0
1775574000.4891975,2.0,0.0,-43.0
1775574000.4991975,1.0,-5.0,-42.0
1775574000.5091977,0.0,-10.0,-41.0
1775574000.5191977,-2.0,-5.0,-35.0
1775574000.5291977,2.0,-6.0,-38.0
1775574000.5391974,5.0,-6.0,-46.0
1775574000.5491974,7.0,-7.0,-46.0
1775574000.5591974,0.0,-5.0,-44.0
1775574000.5691974,0.0,-5.0,-46.0
1775574000.5791974,6.0,-4.0,-51.0
1775574000.5891974,2.0,-1.0,-56.0
1775574000.5991974,5.0,0.0,-61.0
1775574000.6091974,3.0,0.0,-62.0
1775574000.6191974,-2.0,2.0,-59.0
1775574000.6291974,-5.0,-4.0,-62.0
1775574000.639197,-4.0,-11.0,-63.0
1775574000.649197,-1.0,-12.0,-56.0
1775574000.659197,-3.0,-12.0,-53.0
1775574000.669197,0.0,-12.0,-49.0
1775574000.6791975,1.0,-8.0,-50.0
1775574000.6891975,0.0,-8.0,-49.0
1775574000.6991975,-2.0,-5.0,-48.0
1775574000.7091975,-6.0,-6.0,-50.0
1775574000.7191975,-7.0,-5.0,-48.0
1775574000.7291975,-3.0,-3.0,-51.0
1775574000.7391975,-4.0,-5.0,-45.0
1775574000.7491975,-1.0,-5.0,-42.0
1775574000.7591977,2.0,-2.0,-44.0
1775574000.7691977,6.0,1.0,-47.0
1775574000.7791977,6.0,2.0,-50.0
1775574000.7891974,6.0,6.0,-47.0
1775574000.7991974,6.0,6.0,-51.0
1775574000.8091974,6.0,6.0,-48.0
1775574000.8191974,1.0,3.0,-47.0
1775574000.8291974,1.0,1.0,-54.0
1775574000.8391974,0.0,-1.0,-50.0
1775574000.8491974,-2.0,-1.0,-47.0
1775574000.8591974,-4.0,0.0,-53.0
1775574000.8691974,-4.0,2.0,-57.0
1775574000.8791974,0.0,1.0,-59.0
1775574000.889197,0.0,-2.0,-55.0
1775574000.899197,4.0,0.0,-54.0
1775574000.909197,0.0,0.0,-50.0
1775574000.919197,1.0,0.0,-55.0
1775574000.9291975,1.0,0.0,-60.0
1775574000.9391975,0.0,3.0,-52.0
1775574000.9491975,0.0,5.0,-58.0
1775574000.9591975,0.0,3.0,-52.0
1775574000.9691975,5.0,0.0,-51.0
1775574000.9791975,9.0,0.0,-55.0
1775574000.9901974,8.0,-1.0,-58.0
