time,x,y,z
1750950000.0166483,0,-6,42
1750950000.0536482,0,-2,50
1750950000.0906482,0,-4,48
1750950000.1286483,-2,0,36
1750950000.1676483,0,-5,34
1750950000.203648,0,2,33
1750950000.2406485,3,-4,31
1750950000.278648,-2,-4,42
1750950000.3176482,-2,0,37
1750950000.3536482,0,0,35
1750950000.390648,2,-1,39
1750950000.4286482,0,-1,41
1750950000.4676485,3,3,43
1750950000.5036483,-2,1,45
1750950000.5406482,0,-1,39
1750950000.578648,-1,-1,38
1750950000.617648,0,2,35
1750950000.653648,4,4,41
1750950000.6906483,2,-4,37
1750950000.7286482,0,-2,34
1750950000.7676482,3,0,37
1750950000.8036482,2,-3,28
1750950000.8406482,1,-7,35
1750950000.8786483,3,-11,40
1750950000.9176483,-1,-3,37
1750950000.953648,0,-5,38
1750950000.9906485,6,-7,34
1750950001.028648,5,-3,44
1750950001.0676482,9,-7,47
1750950001.1036482,4,-8,33
1750950001.140648,-1,-6,37
1750950001.1786482,3,-9,39
1750950001.2176485,1,-6,36
1750950001.262648,-2,-1,34
1750950001.2996483,1,-3,29
1750950001.3386483,-7,-2,44
1750950001.374648,-1,-2,46
1750950001.4126482,-6,-5,37
1750950001.4506483,4,-2,41
1750950001.4886482,4,-1,44
1750950001.5276482,1,-4,40
1750950001.5636482,-9,4,38
1750950001.6006482,-5,4,43
1750950001.6386485,-1,1,24
1750950001.6776483,2,-5,22
1750950001.7136483,-1,-4,29
1750950001.7516482,0,2,42
1750950001.7896483,1,-1,37
1750950001.828648,0,-3,38
1750950001.864648,-2,-7,30
1750950001.9026482,3,-3,32
1750950001.9416482,9,-5,44
1750950001.979648,6,4,29
1750950002.0176482,-1,0,29
1750950002.0546482,7,4,31
1750950002.091648,0,4,49
1750950002.1296482,0,0,53
1750950002.1676483,3,-5,38
1750950002.2046485,-2,-7,32
1750950002.2416482,0,2,25
1750950002.2796483,3,0,36
1750950002.3176482,1,-6,34
1750950002.3536482,-2,-4,41
1750950002.3916483,0,0,41
1750950002.4296482,9,-7,27
1750950002.4686482,7,5,36
1750950002.5046482,5,2,28
1750950002.541648,4,1,41
1750950002.5796485,-2,0,45
1750950002.617648,-2,-3,31
1750950002.653648,-2,-9,32
1750950002.6916482,-2,2,35
1750950002.729648,1,6,32
1750950002.765648,0,3,27
1750950002.8026483,-11,3,44
1750950002.8406482,-4,1,33
1750950002.8796482,-1,-7,30
1750950002.9156482,2,-6,20
1750950002.9526482,-2,-6,30
1750950002.9916482,0,-3,34
1750950003.0296483,0,-4,36
1750950003.0656483,0,3,44
1750950003.1036482,5,1,34
1750950003.1416483,-1,0,35
1750950003.1796482,3,3,37
1750950003.2156482,4,1,37
1750950003.2536483,0,-5,40
1750950003.2906482,-3,0,38
1750950003.3296485,4,-3,34
1750950003.3656485,0,-12,39
1750950003.403648,-2,-1,27
1750950003.4416482,-2,3,40
1750950003.479648,4,0,32
1750950003.515648,4,-8,34
1750950003.5536482,0,-7,38
1750950003.5906482,0,-7,26
1750950003.6296482,-1,-6,36
1750950003.6656482,1,0,40
1750950003.7026482,5,-7,32
1750950003.7406485,5,2,32
1750950003.778648,-3,-3,45
1750950003.8156483,-3,-1,43
1750950003.8526485,6,4,31
1750950003.890648,7,-2,27
1750950003.9296482,8,2,37
1750950003.9656482,6,2,38
1750950004.002648,4,-6,40
1750950004.0406482,5,1,35
1750950004.078648,0,0,37
1750950004.114648,-2,-7,44
1750950004.1526482,8,-4,53
1750950004.1906483,0,0,40
1750950004.2286482,2,-3,43
1750950004.2646482,-3,-3,41
1750950004.3026483,0,0,39
1750950004.3406482,-2,-2,33
1750950004.3796482,1,0,44
1750950004.4156482,0,0,28
1750950004.4526482,1,2,39
1750950004.4906485,0,-4,44
1750950004.5296483,1,-2,47
1750950004.5656483,-4,-5,33
1750950004.6036482,-1,2,36
1750950004.6426482,-8,0,35
1750950004.680648,0,-2,47
1750950004.716648,-4,0,53
1750950004.7546482,-2,0,40
1750950004.7926483,0,-5,31
1750950004.8306482,0,4,35
1750950004.8666482,0,3,34
1750950004.903648,3,0,38
1750950004.9406483,5,-4,40
1750950004.979648,-2,0,35
1750950005.015648,-11,-3,42
1750950005.0536482,-3,1,40
1750950005.091648,0,5,41
1750950005.130648,3,-1,41
1750950005.166648,2,3,33
1750950005.203648,1,8,32
1750950005.2406485,2,2,34
1750950005.2766483,5,-1,29
1750950005.3136482,-1,-5,25
1750950005.351648,7,-6,26
1750950005.390648,2,-4,31
1750950005.426648,1,-2,41
1750950005.4636483,0,-3,28
1750950005.5016482,0,-8,52
1750950005.5406482,3,-3,44
1750950005.5766482,5,-3,38
1750950005.6136482,4,-10,31
1750950005.6516483,2,-7,29
1750950005.6906483,-1,0,30
1750950005.726648,-2,1,31
1750950005.7636485,-4,0,35
1750950005.801648,2,3,41
1750950005.8396482,4,2,33
1750950005.8756485,6,-3,44
1750950005.913648,-4,-2,42
1750950005.9516482,0,-5,46
1750950005.989648,3,0,39
1750950006.025648,1,-1,42
1750950006.0636482,6,-4,43
1750950006.101648,9,-2,25
1750950006.1396482,-1,0,46
1750950006.1756482,-1,-2,50
1750950006.2136483,0,-2,46
1750950006.2516482,6,-1,45
1750950006.2906482,0,-5,35
1750950006.3266482,0,-4,38
1750950006.3636482,-4,0,37
1750950006.4016483,0,-1,41
1750950006.4406483,0,-10,46
1750950006.476648,-3,-7,54
1750950006.5146482,-1,-5,45
1750950006.5526483,0,-5,30
1750950006.591648,-3,-3,36
1750950006.627648,5,-5,38
1750950006.6656482,10,7,37
1750950006.7026482,3,-3,39
1750950006.7416482,3,0,40
1750950006.7776482,1,3,43
1750950006.8146482,7,-4,46
1750950006.8526485,7,-6,36
1750950006.8916483,4,-8,42
1750950006.9276483,0,-4,31
1750950006.9646482,5,2,40
1750950007.0016482,3,-8,38
1750950007.0406482,1,-4,37
1750950007.0766482,3,0,41
1750950007.114648,-3,0,37
1750950007.1516483,-3,-1,37
1750950007.1906483,1,3,47
1750950007.226648,-3,0,35
1750950007.2646482,0,1,39
1750950007.301648,0,-2,42
1750950007.3376482,-3,2,47
1750950007.3766482,6,7,38
1750950007.4146483,11,1,43
1750950007.4526482,10,0,39
1750950007.4906485,1,-3,42
1750950007.5266483,-1,5,48
1750950007.5646482,1,9,33
1750950007.6026485,-1,6,42
1750950007.640648,4,-2,52
1750950007.676648,6,-3,46
1750950007.7146482,-5,-3,36
1750950007.752648,-10,0,39
1750950007.7906482,-5,-3,44
1750950007.8266482,-4,2,41
1750950007.8636482,2,2,32
1750950007.9016483,7,-3,35
1750950007.9376483,0,1,32
1750950007.9756482,0,-7,41
1750950008.0136485,-5,-4,53
1750950008.0526483,-2,2,47
1750950008.0906482,8,0,42
1750950008.1266482,4,-3,44
1750950008.163648,4,2,44
1750950008.2026482,3,-8,33
1750950008.2406485,-1,-5,28
1750950008.2766483,0,-8,25
1750950008.3146482,7,-5,39
